bookID,title,authors,average_rating,valor,publication_date,publisher,units
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,286,4/1/2004,Lyons Press,5
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,571,1/1/2004,Alliance Publishing,10
685,The Natural,Bernard Malamud/Kevin Baker,3.63,231,7/7/2003,Farrar Straus Giroux,4
698,Digging to America,Anne Tyler,3.55,277,5/2/2006,Alfred A. Knopf,5
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,826,1/21/2004,Bedford Books,15
702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,528,10/7/2004,Oxford University Press  USA,9
703,The Plot Against America,Philip Roth,3.77,391,9/27/2005,Vintage International,7
707,Naked Pictures of Famous People,Jon   Stewart,3.59,164,9/22/1999,Dey Street Books,3
759,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,352,5/13/2008,Harper Perennial Modern Classics,6
762,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,118,10/14/2003,Vintage Espanol,2
763,Cien años de soledad,Gabriel García Márquez,4.07,496,2/7/2006,Plaza y Janes,9
764,Del amor y otros demonios,Gabriel García Márquez,3.98,176,2/7/2006,Plaza y Janes,3
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,533,10/12/2004,Vintage,10
766,Memoria de mis putas tristes,Gabriel García Márquez,3.60,112,10/19/2004,Vintage Espanol,2
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,425,9/2/2004,Vintage Books USA,8
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,288,5/15/2005,Wisdom Publications,5
787,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,363,4/1/2006,Rough Guides,6
793,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,128,9/1/2004,Lonely Planet,2
797,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,480,5/1/2006,Geoplaneta,9
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0.00,295,9/1/2001,Lonely Planet,5
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,287,4/4/2006,Mariner Books,5
816,Cryptonomicon,Neal Stephenson,4.25,1139,11/1/2002,Avon,21
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.10,418,3/31/2001,Payot,7
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,815,6/14/2005,William Morrow Paperbacks,15
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,927,9/21/2004,HarperCollins Perennial,17
824,The Cobweb,Neal Stephenson/J. Frederick George,3.61,448,5/31/2005,Spectra Books,8
826,The Big U,Neal Stephenson,3.25,308,2/6/2001,William Morrow Paperbacks,5
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,499,5/2/2000,Spectra,9
828,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,640,5/31/2005,Spectra,12
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.20,464,3/28/2006,HarperTorch,8
830,Snow Crash,Neal Stephenson/Guy Abadia,4.03,438,8/2/2000,Bantam Books,8
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,450,6/1/2005,Two Plus Two Publishing LLC,8
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,381,12/1/2004,Two Plus Two Publishing LLC,7
840,The Design of Everyday Things,Donald A. Norman,4.17,240,9/19/2002,Basic Books,4
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,272,5/11/2005,Basic Books,5
842,The Psychology of Everyday Things,Donald A. Norman,4.17,257,6/13/1988,Basic Books,4
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,259,4/30/2006,Ignatius Press,4
864,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,192,5/2/2006,HarperOne,3
865,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,197,5/1/1993,HarperCollins,3
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,192,9/19/2006,VIZ Media LLC,3
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,192,9/13/2005,VIZ Media LLC,3
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,192,7/18/2006,VIZ Media LLC,3
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.50,192,5/3/2005,VIZ Media LLC,3
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,200,11/8/2005,VIZ Media LLC,3
872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,198,11/1/1998,HarperCollins Publishers,3
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,192,7/5/2005,VIZ Media LLC,3
880,Pompeii,Robert   Harris,3.82,274,11/8/2005,Random House Trade Paperbacks,5
888,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.60,360,12/3/2002,Borgo Press,6
890,Of Mice and Men,John Steinbeck,3.87,103,1/8/2002,Penguin Books,1
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,464,9/6/2005,It Books,8
902,The Westing Game,Ellen Raskin,4.02,182,4/12/2004,Puffin,3
903,The Egypt Game,Zilpha Keatley Snyder,3.83,215,7/7/2009,Turtleback Books,4
929,Memoirs of a Geisha,Arthur Golden,4.11,503,11/22/2005,Vintage Books USA,9
930,Memoirs of a Geisha,Arthur Golden,4.11,434,11/15/2005,Random House Large Print Publishing,8
931,Memoirs of a Geisha,Arthur Golden,4.11,497,12/1/2005,Vintage,9
932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,144,10/20/2005,Newmarket Press,2
933,Memoirs of a Geisha,Arthur Golden,4.11,497,6/4/1998,Vintage,9
935,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,334,5/6/2003,Pocket Books,6
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,58,2/1/2006,Oni Press,1
944,Jungle Love,Margaret Johnson/Philip Prowse,3.41,95,8/1/2002,Cambridge University Press,1
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.70,0,1/1/2005,Moody Publishers,0
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,736,4/1/2006,Pocket Books,13
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,508,12/1/2005,Umbriel,9
966,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,18,12/1/2005,FonoLibro,0
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,489,3/28/2006,Anchor,9
969,The Da Vinci Code,Dan Brown,3.84,467,3/28/2006,Broadway Books,8
972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,744,5/3/2005,Pocket,14
975,Deception Point,Dan Brown,3.71,736,4/1/2006,Pocket Books,13
977,Deception Point,Dan Brown,3.71,585,5/1/2004,Corgi Books,11
980,Deception Point,Dan Brown,3.71,448,8/1/2005,Bantam Press,8
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,383,2/1/2005,Pinnacle,7
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,258,10/1/1998,Gallery Books,4
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,320,9/1/2005,Tarcherperigee,6
1007,Think and Grow Rich,Napoleon Hill,4.18,368,8/7/2004,High Roads Media,6
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,256,6/7/2006,Pragmatic Bookshelf,4
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,288,6/1/2005,Firebrand Books,5
1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,384,12/28/2004,Ballantine Books,7
1052,The Richest Man in Babylon,George S. Clason,4.26,194,2/1/2008,Berkley Books,3
1053,The Richest Man in Babylon,George S. Clason,4.26,4,6/17/2005,Recorded Books  Inc.,0
1059,Shibumi,Trevanian/Gisela Stege,4.21,480,5/10/2005,Broadway Books,9
1067,1776,David McCullough,4.07,386,7/4/2006,Simon  Schuster,7
1068,1776,Peter  Stone/Sherman Edwards,4.22,192,11/18/1976,Penguin Books,3
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,284,7/15/2000,University of Chicago Press,5
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,418,3/4/2009,Howard Publishing Co,7
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,5,3/15/2005,Zondervan,0
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,399,7/5/2005,Harper Perennial,7
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,384,4/4/2002,Penguin Books,7
1103,Snow Flower and the Secret Fan,Lisa See,4.07,269,2/21/2006,Random House,5
1110,The Broker,John Grisham,3.78,422,9/26/2006,Delta,7
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,1344,7/12/1975,Vintage,25
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,320,7/25/2006,Ballantine Books,6
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,201,6/10/1999,HarperCollins Publishers  Inc.,3
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,288,4/1/2005,Rodale Books,5
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,405,11/26/2003,High Point Media,7
1130,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,245,10/1/2005,John Wiley & Sons,4
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,432,4/18/2003,Wiley,8
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,368,5/15/2005,B Books,6
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,68,2/16/1993,Random House Books for Young Readers,1
1169,Monkey Business,Sarah Mlynowski,3.67,392,9/24/2004,Red Dress Ink,7
1171,Liar's Poker,Michael   Lewis,4.15,256,10/1/1990,Penguin Books,4
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,214,6/1/1993,Walker & Company,4
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,64,3/1/2001,Ryland Peters & Small,1
1191,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,256,4/4/2006,Clarkson Potter,4
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,256,2/22/2005,Clarkson Potter,4
1193,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,240,4/3/2007,Clarkson Potter,4
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,256,9/26/2006,Clarkson Potter,4
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,304,3/25/2003,Clarkson Potter Publishers,5
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,287,10/1/2004,Clarkson Potter Publishers,5
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,320,10/17/2006,William Morrow,6
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,250,8/1/2006,Ediciones B,4
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,496,12/8/2006,Harper,9
1218,The Last Assassin (John Rain  #5),Barry Eisler,4.27,338,6/1/2006,Putnam Publishing Group,6
1226,Life of Pi,Yann Martel,3.91,401,5/3/2004,Mariner Books / Harvest Books,7
1230,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,448,11/24/2005,Gallimard,8
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,400,9/1/1999,Penguin Books,7
1241,A Million Little Pieces,James Frey,3.65,515,9/22/2005,Anchor Books,9
1242,A Million Little Pieces of Feces,Python Bonkers,3.56,256,2/10/2006,Lulu.com,4
1243,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,191,3/28/2006,William Morrow Paperbacks,3
1246,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,458,8/7/2003,Jossey-Bass,8
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,193,2/1/1993,Business Plus,3
1255,Leadership in Organizations,Gary Yukl,3.68,542,7/7/2005,Prentice Hall,10
1265,Leadership,Rudolph W. Giuliani,3.72,397,10/1/2002,Little  Brown,7
1274,Men Are from Mars  Women Are from Venus,John Gray,3.55,368,4/3/2012,Harper Paperbacks,6
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,368,10/21/1998,Harper,6
1281,Men Are from Mars  Women Are from Venus,John Gray,3.55,2,4/3/2007,HarperAudio,0
1290,How to Succeed with Women,Ron  Louis/David Copeland,3.76,320,10/29/1998,Prentice Hall Press,6
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,512,6/25/2002,Bantam,9
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,468,5/4/1980,Crown Publishing Group,8
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,317,3/17/2004,W. W. Norton  Company,5
1302,Juiced Official Strategy Guide,Doug Walsh,0.00,112,6/1/2005,BradyGames,2
1303,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,452,9/1/2000,Penguin (Business),8
1305,Gates of Fire,Steven Pressfield,4.42,392,9/27/2005,Bantam,7
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,414,3/1/1992,Spectra Books,7
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,721,6/18/2001,Tor Classics,13
1315,The Afghan Campaign,Steven Pressfield,3.96,354,7/1/2006,Doubleday Books,6
1317,Tides of War,Steven Pressfield,3.90,448,8/28/2001,Bantam,8
1318,Last of the Amazons,Steven Pressfield,3.76,400,7/1/2003,Bantam,7
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4.00,168,4/1/2003,Warner Books,3
1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,176,5/30/2002,Continuum,3
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,340,4/24/2006,Stackpole Books,6
1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.10,160,1/30/1973,Penguin Classics,3
1327,Phaedrus,Plato/Robin Waterfield,3.92,128,1/16/2003,Oxford University Press  USA,2
1328,Phaedrus,Plato/C.J. Rowe,3.92,176,8/25/2005,Penguin Classics,3
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,157,12/1/1991,Prometheus Books,2
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.50,125,2/11/2019,St. Augustines Press,2
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,272,6/15/2006,Hackett Publishing Company  Inc.,5
1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,233,9/1/1998,Cornell University Press,4
1351,Statesman,Plato/C.J. Rowe,3.85,128,3/15/1999,Hackett Publishing Company  Inc.,2
1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,208,1/29/2004,Penguin Classics,3
1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,716,1/30/2003,Penguin Books,13
1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,622,9/1/1954,Penguin Classics,11
1364,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,613,11/1/1992,Prometheus Books,11
1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,772,11/19/1998,Oxford University Press,14
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,653,8/30/1970,Penguin Classics,12
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,464,1/17/1992,W.W. Norton & Company,8
1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,816,3/25/1997,Everyman's Library 234,15
1369,The History,Herodotus/Peter Grene,3.99,710,3/14/1987,University of Chicago Press,13
1371,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,683,4/29/1999,Penguin Classics,12
1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,574,3/12/1997,Hackett Publishing Company  Inc.,10
1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,588,4/3/2004,Farrar  Straus and Giroux,11
1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,1556,11/1/1999,Penguin Classics,29
1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,462,1/30/2003,Penguin Classics,8
1377,The Iliad,Homer/W.H.D. Rouse,3.86,312,8/1/1999,Signet Classics,5
1378,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,216,9/15/2000,Hackett Publishing Company  Inc.,4
1381,The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,541,11/30/2006,Penguin Classics,10
1382,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,515,11/5/1998,Farrar  Straus and Giroux,9
1383,The Odyssey,Homer/Richmond Lattimore,3.76,374,6/1/1999,Harper Perennial,7
1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,324,1/30/2003,Penguin Classics,6
1387,The Odyssey,Homer/W.H.D. Rouse,3.76,304,8/1/1999,Signet Classics,5
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,161,1/1/2001,Bolchazy-Carducci Publishers,3
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,607,10/1/1999,Harvard University Press,11
1403,City Eclogue,Ed Roberson,4.13,136,1/30/2006,Atelos Press,2
1405,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.80,180,9/2/1999,Oxford University Press,3
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,272,12/3/1997,Harvard Common Press,5
1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.50,1808,11/7/2002,Viking,34
1419,The Complete Works,William Shakespeare,4.50,1248,10/13/1991,Gramercy,23
1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,289,8/1/2005,Cambridge University Press,5
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,137,2/1/1994,Applause Books,2
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,272,5/1/1995,HarperOne,5
1425,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,212,9/28/1996,HarperOne,4
1426,Warrior of the Light,Paulo Coelho,3.70,142,3/30/2004,HarperOne,2
1427,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,336,7/3/2006,HarperOne,6
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,208,5/23/2006,HarperOne,3
1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,256,4/26/2000,HarperOne,4
1431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.70,210,6/1/2006,Harper Perennial,3
1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,148,12/1/2001,Penguin Books,2
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,129,5/30/2000,Cliffs Notes,2
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,240,5/29/2000,Cliffs Notes,4
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,450,3/24/2015,Nonpareil Books,8
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,496,1/1/1919,Harvard University Press,9
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,172,10/1/1993,Hackett Publishing Company  Inc.,3
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,400,1/1/1921,Harvard University Press,7
1445,The Peloponnesian War,Thucydides/Steven Lattimore,3.90,530,6/1/1998,Hackett Publishing Company  Inc.,10
